timestamp,date,team,lat,lng,note
2026-01-19T08:30:35.501Z,2026-01-19T08:30:35.501Z,Agency,18.04578373,102.6366376,Dongdok Market
2026-01-20T08:30:35.501Z,2026-01-20T08:30:35.501Z,Agency,17.97804207,102.525771,Xokthavy Dankham
2026-01-21T08:30:35.501Z,2026-01-21T08:30:35.501Z,Agency,17.91863675,102.6205948,Suanmone Market
2026-01-22T08:30:35.501Z,2026-01-22T08:30:35.501Z,Agency,18.02655507,102.6523636,APB Bank
2026-01-23T08:30:35.501Z,2026-01-23T08:30:35.501Z,Agency,17.99366656,102.7030774,Nonsaengchanh Market
2026-01-24T08:30:35.501Z,2026-01-24T08:30:35.501Z,Agency,17.97419696,102.6078843,Xokthavy Thongkhankham
2026-01-26T08:30:35.501Z,2026-01-26T08:30:35.501Z,Agency,18.0455591,102.6590512,Xokthavy Donenoun
2026-01-27T08:30:35.501Z,2026-01-27T08:30:35.501Z,Agency,18.02361738,102.5484366,Insee Nongbone
2026-01-28T08:30:35.501Z,2026-01-28T08:30:35.501Z,Agency,17.9642688,102.6096547,Lao Telecom Office
2026-01-29T08:30:35.501Z,2026-01-29T08:30:35.501Z,Agency,18.00176004,102.6274143,Xokthavy Chommany
2026-02-06T08:30:35.501Z,2026-02-06T08:30:35.501Z,Agency,18.00002238,102.6259012,Phonsavang Market
2026-02-07T08:30:35.501Z,2026-02-07T08:30:35.501Z,Agency,17.91441786,102.6492325,Nnghai Market
2026-02-09T08:30:35.501Z,2026-02-09T08:30:35.501Z,Agency,17.96754999,102.6607659,Nonkhor Market
2026-02-10T08:30:35.501Z,2026-02-10T08:30:35.501Z,Agency,18.03045571,102.6599783,Lao Market
2026-02-11T08:30:35.501Z,2026-02-11T08:30:35.501Z,Agency,17.97960595,102.627652,Khaopoon Jeiw King
2026-02-12T08:30:35.501Z,2026-02-12T08:30:35.501Z,Agency,17.96059616,102.6502594,Thatluang lake
2026-02-14T08:30:35.501Z,2026-02-14T08:30:35.501Z,Agency,17.96201179,102.6465288,EDL / ITECC
2026-02-16T08:30:35.501Z,2026-02-16T08:30:35.501Z,Agency,17.96340478,102.6068256,BCEL Office
2026-02-17T08:30:35.501Z,2026-02-17T08:30:35.501Z,Agency,17.9808241,102.6084531,Seen dard Farsai
2026-02-18T08:30:35.501Z,2026-02-18T08:30:35.501Z,Agency,17.97010972,102.6134634,ETL Office
2026-02-19T08:30:35.501Z,2026-02-19T08:30:35.501Z,Agency,17.97419696,102.6078843,Xokthavy TKK / BECL
2026-02-20T08:30:35.501Z,2026-02-20T08:30:35.501Z,Agency,18.0455591,102.6590512,Xokthavy Donenoun / Friendship
2026-02-21T08:30:35.501Z,2026-02-21T08:30:35.501Z,Agency,17.96059616,102.6502594,Thatluang Lake Night Market
2026-02-23T08:30:35.501Z,2026-02-23T08:30:35.501Z,Agency,18.04865035,102.6394389,Xokthavy Nongviengkham
2026-02-24T08:30:35.501Z,2026-02-24T08:30:35.501Z,Agency,17.96706598,102.6139934,JDB Bank
2026-02-25T08:30:35.501Z,2026-02-25T08:30:35.501Z,Agency,17.96284494,102.6176559,Xokthavy Vientiane Center
2026-02-26T08:30:35.501Z,2026-02-26T08:30:35.501Z,Agency,17.9642688,102.6096547,Lao Telecom
2026-02-27T08:30:35.501Z,2026-02-27T08:30:35.501Z,Agency,17.94508561,102.6390749,Lao-Top College
2026-02-28T08:30:35.501Z,2026-02-28T08:30:35.501Z,Agency,17.96284494,102.6176559,Xokthavy Vientiane Center
2026-03-02T08:30:35.501Z,2026-03-02T08:30:35.501Z,Agency,17.96738422,102.5992855,LDB
2026-03-03T08:30:35.501Z,2026-03-03T08:30:35.501Z,Agency,17.96898097,102.6161777,Vietin
2026-03-04T08:30:35.501Z,2026-03-04T08:30:35.501Z,Agency,17.96632497,102.6068484,UYD
2026-03-05T08:30:35.501Z,2026-03-05T08:30:35.501Z,Agency,17.96632497,102.6068484,UYD
2026-03-06T08:30:35.501Z,2026-03-06T08:30:35.501Z,Agency,17.96632497,102.6068484,UYD
2026-03-07T08:30:35.501Z,2026-03-07T08:30:35.501Z,Agency,17.96632497,102.6068484,UYD
2026-03-08T08:30:35.501Z,2026-03-08T08:30:35.501Z,Agency,17.96632497,102.6068484,UYD
2026-03-10T08:30:35.501Z,2026-03-10T08:30:35.501Z,Agency,18.0397357,102.6358019,D-Book
2026-03-11T08:30:35.501Z,2026-03-11T08:30:35.501Z,Agency,18.0397357,102.6358019,D-Book
2026-03-12T08:30:35.501Z,2026-03-12T08:30:35.501Z,Agency,18.0397357,102.6358019,D-Book
2026-03-13T08:30:35.501Z,2026-03-13T08:30:35.501Z,Agency,18.0397357,102.6358019,D-Book
2026-03-14T08:30:35.501Z,2026-03-14T08:30:35.501Z,Agency,18.0397357,102.6358019,D-Book
2026-03-15T08:30:35.501Z,2026-03-15T08:30:35.501Z,Agency,18.0397357,102.6358019,D-Book
2026-03-17T08:30:35.501Z,2026-03-17T08:30:35.501Z,Agency,17.94228981,102.6276732,EDL Office
2026-03-18T08:30:35.501Z,2026-03-18T08:30:35.501Z,Agency,18.02098522,102.6515583,Phongsavanh bank
2026-03-19T08:30:35.501Z,2026-03-19T08:30:35.501Z,Agency,17.98378434,102.6265423,Seendard Kutuina
2026-03-20T08:30:35.501Z,2026-03-20T08:30:35.501Z,Agency,17.95980188,102.6110282,Seendard Tomu
2026-03-22T08:30:35.501Z,2026-03-22T08:30:35.501Z,Agency,17.97375289,102.616384,Fresh Mart
2026-03-23T08:30:35.501Z,2026-03-23T08:30:35.501Z,Agency,17.97314766,102.6500129,CKL Factory
2026-03-25T08:30:35.501Z,2026-03-25T08:30:35.501Z,Agency,17.96759019,102.6041667,Sihome
2026-01-08T08:30:35.501Z,2026-01-08T08:30:35.501Z,KPV Team,17.96965509,102.6078945,??????
2026-01-09T08:30:35.501Z,2026-01-09T08:30:35.501Z,KPV Team,17.96965509,102.6078945,???????
2026-01-14T08:30:35.501Z,2026-01-14T08:30:35.501Z,KPV Team,17.96090911,102.6438592,??????
2026-01-15T08:30:35.501Z,2026-01-15T08:30:35.501Z,KPV Team,17.96090911,102.6438592,??????
2026-01-16T08:30:35.501Z,2026-01-16T08:30:35.501Z,KPV Team,17.96090911,102.6438592,??????
2026-01-19T08:30:35.501Z,2026-01-19T08:30:35.501Z,KPV Team,17.96965509,102.6078945,??????
2026-01-21T08:30:35.501Z,2026-01-21T08:30:35.501Z,KPV Team,17.96965509,102.6078945,??????
2026-01-22T08:30:35.501Z,2026-01-22T08:30:35.501Z,KPV Team,17.96965509,102.6078945,??????
2026-01-23T08:30:35.501Z,2026-01-23T08:30:35.501Z,KPV Team,17.96965509,102.6078945,??????
2026-01-26T08:30:35.501Z,2026-01-26T08:30:35.501Z,KPV Team,17.96270613,102.6180393,??????????????
2026-01-28T08:30:35.501Z,2026-01-28T08:30:35.501Z,KPV Team,17.96270613,102.6180393,??????????????
2026-01-29T08:30:35.501Z,2026-01-29T08:30:35.501Z,KPV Team,17.96270613,102.6180393,??????????????
2026-01-30T08:30:35.501Z,2026-01-30T08:30:35.501Z,KPV Team,17.96270613,102.6180393,??????????????
2026-02-02T08:30:35.501Z,2026-02-02T08:30:35.501Z,KPV Team,17.96965509,102.6078945,??????
2026-02-04T08:30:35.501Z,2026-02-04T08:30:35.501Z,KPV Team,17.96965509,102.6078945,??????
2026-02-05T08:30:35.501Z,2026-02-05T08:30:35.501Z,KPV Team,17.96965509,102.6078945,??????
2026-02-06T08:30:35.501Z,2026-02-06T08:30:35.501Z,KPV Team,17.96965509,102.6078945,??????
2026-02-09T08:30:35.501Z,2026-02-09T08:30:35.501Z,KPV Team,17.96090911,102.6438592,??????
2026-02-11T08:30:35.501Z,2026-02-11T08:30:35.501Z,KPV Team,17.96090911,102.6438592,??????
2026-02-12T08:30:35.501Z,2026-02-12T08:30:35.501Z,KPV Team,17.96090911,102.6438592,??????
2026-02-13T08:30:35.501Z,2026-02-13T08:30:35.501Z,KPV Team,17.96090911,102.6438592,??????
2026-02-16T08:30:35.501Z,2026-02-16T08:30:35.501Z,KPV Team,17.96965509,102.6078945,??????
2026-02-18T08:30:35.501Z,2026-02-18T08:30:35.501Z,KPV Team,17.96531725,102.6144869,???????????
2026-02-19T08:30:35.501Z,2026-02-19T08:30:35.501Z,KPV Team,17.96531725,102.6144869,???????????
2026-02-20T08:30:35.501Z,2026-02-20T08:30:35.501Z,KPV Team,17.96531725,102.6144869,???????????
2026-02-23T08:30:35.501Z,2026-02-23T08:30:35.501Z,KPV Team,17.96531725,102.6144869,???????????
2026-02-25T08:30:35.501Z,2026-02-25T08:30:35.501Z,KPV Team,17.96270613,102.6180393,??????????????
2026-02-26T08:30:35.501Z,2026-02-26T08:30:35.501Z,KPV Team,17.96270613,102.6180393,??????????????
2026-03-02T08:30:35.501Z,2026-03-02T08:30:35.501Z,KPV Team,17.96965509,102.6078945,??????
2026-03-04T08:30:35.501Z,2026-03-04T08:30:35.501Z,KPV Team,17.96965509,102.6078945,??????
2026-03-05T08:30:35.501Z,2026-03-05T08:30:35.501Z,KPV Team,17.96965509,102.6078945,??????
2026-03-06T08:30:35.501Z,2026-03-06T08:30:35.501Z,KPV Team,17.96965509,102.6078945,??????
2026-03-11T08:30:35.501Z,2026-03-11T08:30:35.501Z,KPV Team,17.96090911,102.6438592,??????
2026-03-12T08:30:35.501Z,2026-03-12T08:30:35.501Z,KPV Team,17.96090911,102.6438592,??????
2026-03-13T08:30:35.501Z,2026-03-13T08:30:35.501Z,KPV Team,17.98892757,102.6311928,??? ??????
2026-03-16T08:30:35.501Z,2026-03-16T08:30:35.501Z,KPV Team,17.96531725,102.6144869,???????????
2026-03-18T08:30:35.501Z,2026-03-18T08:30:35.501Z,KPV Team,17.96531725,102.6144869,???????????
2026-03-19T08:30:35.501Z,2026-03-19T08:30:35.501Z,KPV Team,17.96531725,102.6144869,???????????
2026-03-20T08:30:35.501Z,2026-03-20T08:30:35.501Z,KPV Team,17.96531725,102.6144869,???????????
2026-03-23T08:30:35.501Z,2026-03-23T08:30:35.501Z,KPV Team,17.96531725,102.6144869,???????????
2026-03-23T08:30:35.501Z,2026-03-23T08:30:35.501Z,KPV Team,17.96965509,102.6078945,??????
2026-03-25T08:30:35.501Z,2026-03-25T08:30:35.501Z,KPV Team,17.96965509,102.6078945,??????
2026-03-30T06:56:15.219Z,2026-03-26T06:56:09.922Z,KPV Team,17.96270613,102.6180393,??????????????
2026-03-30T08:24:04.128Z,2026-03-27T08:24:01.351Z,KPV Team,17.96270613,102.6180393,??????????????
2026-03-31T03:20:32.416Z,2026-03-30T03:20:30.055Z,KPV Team,17.96965509,102.6078945,??????
2026-03-31T08:14:41.643Z,2026-03-31T08:14:39.460Z,KPV Team,17.9642,102.6298,VangThong
2026-04-02T02:37:42.190Z,2026-04-01T02:37:40.543Z,Agency,17.9639,102.6296,AGL Building
